gene_id	start	stop1	stop2	len_cdna
AT5G01850.2	500	1573	1630	1936
AT1G35530.3	179	4213	4306	4421
AT1G60000.1	263	1039	1102	1364
AT1G62300.1	340	2001	2118	2319
AT1G05550.4	51	761	821	855
AT2G07170.1	183	2645	2744	3219
AT4G32900.1	63	485	542	863
AT1G17530.1	237	800	872	1220
AT4G30520.1	407	2353	2425	2604
AT1G79630.6	1259	2443	2536	2729
AT2G04880.2	313	1704	1758	2011
AT1G27630.4	207	1052	1100	1688
AT1G50310.2	68	1192	1243	1262
AT4G07410.2	702	2810	2885	3031
AT1G33320.2	82	1203	1263	1280
AT5G37415.2	1	714	981	981
AT4G24450.3	402	4238	4301	4415
AT3G63180.2	157	3069	3138	3295
AT5G27840.1	345	1301	1364	1689
AT1G01430.1	288	1658	1712	2134
AT4G03430.3	64	3153	3270	3445
AT4G03020.3	190	1671	1725	1976
AT1G06660.1	272	1717	1810	1867
AT1G72650.1	344	2218	2281	2483
AT5G40550.3	277	1182	1233	1518
AT5G28640.1	443	1075	1132	1439
AT3G57000.1	202	1098	1227	1286
AT1G61240.8	64	1140	1209	1302
AT5G42400.2	212	4378	4462	5364
AT4G29610.1	56	937	1018	1127
AT5G11530.1	456	3746	3920	4130
AT1G62305.1	343	1479	1539	1738
AT5G05310.9	263	1426	1480	1662
AT3G07990.1	151	1530	1662	1807
AT4G12720.2	401	1249	1363	1777
AT5G35450.2	762	3467	3557	3885
AT4G31540.1	663	2726	2888	3080
AT3G27940.2	313	774	840	877
AT3G01950.1	93	305	362	545
AT4G00590.1	25	1251	1302	1413
AT5G12280.3	393	968	1040	1322
AT1G68070.1	295	1326	1389	1506
AT2G24762.1	307	777	948	1067
AT1G30230.2	86	868	916	1049
AT5G25980.3	4	1407	1644	1857
AT3G47670.1	32	862	943	1096
AT3G10140.1	112	1281	1416	1629
AT5G24320.1	376	2460	2532	2952
AT4G04210.1	537	1448	1496	1720
AT1G16570.2	53	1543	1627	1729
AT3G55940.1	159	1913	1961	2137
AT5G25430.1	142	2157	2205	2389
AT3G28670.1	218	1693	1828	1912
AT5G57000.2	397	819	912	974
AT1G64590.1	116	1120	1174	1429
AT5G09330.1	525	1994	2057	2279
AT1G33050.6	187	2190	2349	2665
AT5G54110.1	298	1098	1218	1364
AT3G55677.1	14	511	571	594
AT3G15630.1	341	664	736	1011
AT1G60770.1	67	1542	1656	1800
AT4G27620.2	191	1168	1282	1406
AT1G26665.2	99	668	725	794
AT4G26190.1	164	3337	3409	3671
AT1G56145.1	162	3200	3263	3368
AT3G16730.1	305	2356	2410	2668
AT3G07460.2	97	912	993	1038
AT5G20980.1	60	2498	2558	2746
AT1G12400.3	268	501	618	763
AT3G21360.1	62	1054	1186	1598
AT4G19390.1	265	1086	1143	1221
AT2G17033.4	229	1641	1695	2080
AT2G07691.1	1	411	477	578
AT4G16957.1	166	930	1119	1473
AT2G44090.4	1162	2502	2553	2915
AT4G34460.4	241	1359	1428	1616
AT1G79130.1	102	506	560	670
AT4G21445.1	116	580	655	826
AT3G21890.1	271	636	726	1101
AT1G05590.2	522	2264	2411	2480
AT5G22770.4	297	3335	3416	3706
AT5G60580.2	132	1616	1781	1872
AT5G06180.4	64	1068	1125	1550
AT2G17650.1	164	1975	2065	2191
AT4G18020.1	321	1928	2042	2820
AT3G51960.3	420	989	1073	1386
AT3G57780.3	263	2278	2338	2504
AT5G18250.1	314	715	847	1045
AT1G48210.7	66	1157	1346	1346
AT5G52040.7	768	1715	1775	2106
AT4G29920.2	217	3279	3327	3519
AT2G45490.2	135	899	1058	1170
AT5G53400.1	145	1059	1161	1519
AT5G65690.3	115	1848	1944	2410
AT3G20810.5	127	1134	1245	1957
AT3G53240.3	1	2676	2724	2810
AT2G38500.1	147	1217	1268	1432
AT3G49320.1	44	1108	1159	1317
AT3G25860.1	200	1642	1690	2070
AT4G23340.2	476	1096	1171	1341
AT5G09670.2	453	2093	2141	2290
AT5G46450.1	14	3385	3463	3897
AT4G24340.1	105	1121	1172	1225
AT3G54740.6	459	1775	1883	1970
AT2G27740.1	288	812	890	1094
AT5G24580.5	323	1021	1078	1166
AT3G44400.3	104	3127	3283	3651
AT3G16840.2	171	2654	2711	2788
AT1G04200.1	282	2480	2630	2760
AT5G57220.1	72	1547	1706	1768
AT5G53180.3	690	1637	1709	1897
AT4G14170.1	55	1488	1578	2051
AT2G17980.1	187	2070	2142	2289
AT1G55050.2	168	2915	2984	3164
AT3G10300.5	123	1100	1271	1358
AT3G14890.2	10	2064	2124	2269
AT5G65120.1	253	1206	1263	1441
AT4G03205.1	30	731	1109	1406
AT1G57777.1	83	430	487	564
AT1G47990.1	58	1023	1092	1230
AT1G13190.1	316	2037	2157	2307
AT4G16144.1	351	1619	1724	2136
AT1G78680.2	178	1179	1248	1386
AT5G44010.2	128	1276	1345	2247
AT5G40300.1	145	957	1023	1315
AT4G23340.1	34	1008	1083	1274
AT3G17970.1	125	1894	1945	2182
AT1G63140.2	24	1169	1289	1296
AT2G33800.1	145	1056	1143	1309
AT1G67720.1	364	3153	3210	3555
AT2G43350.1	82	702	843	919
AT4G28706.1	51	1256	1328	1438
AT1G56440.2	163	1563	1620	1813
AT2G17970.1	110	1633	1681	1854
AT4G34840.3	78	659	806	1496
AT1G69210.2	1	708	1008	1153
AT3G52230.1	191	628	742	918
AT1G06230.3	553	2853	2916	3523
AT1G12980.1	74	1060	1114	1248
AT2G28430.1	80	337	415	525
AT4G15415.5	676	2244	2343	2678
AT1G48450.3	179	1180	1279	1335
AT1G68810.1	196	1302	1383	1954
AT5G55830.1	39	2084	2141	2227
AT2G04360.2	94	1179	1281	1485
AT5G64460.2	165	1013	1148	1173
AT3G23070.1	156	2801	2870	2977
AT2G25000.3	80	832	943	1150
AT2G20300.1	454	2688	2820	3311
AT3G27940.1	176	637	703	740
AT2G35980.1	144	827	881	1048
AT4G36980.4	54	1724	1823	1984
AT3G22950.2	239	790	883	973
AT3G28630.2	115	1080	1149	1365
AT1G79110.3	385	1386	1455	1551
AT1G66360.1	122	646	697	873
AT1G71400.1	114	2657	2777	2806
AT4G05090.1	179	1372	1435	1507
AT3G20320.2	183	1031	1154	1551
AT2G21220.1	155	469	568	827
AT2G20980.1	108	1298	1370	1608
AT1G74670.1	349	654	702	910
AT1G54095.1	428	880	934	1256
AT4G34880.2	159	1697	1784	1857
AT5G52720.2	141	548	716	749
AT4G21940.2	46	1731	1881	2006
AT5G60650.1	51	494	614	620
AT4G15096.1	352	2391	2442	2458
AT4G35560.2	201	3353	3467	3558
AT4G35280.1	1	855	936	1004
AT3G61440.4	139	1140	1320	1523
AT4G24560.1	449	3475	3526	3768
AT3G53830.1	316	1590	1695	2088
AT5G59890.2	583	981	1080	1297
AT1G51780.1	91	1398	1467	1531
AT3G26922.5	141	974	1175	1642
AT1G02840.1	196	1107	1197	1517
AT3G06670.2	563	3223	3289	3376
AT3G55170.1	121	492	582	718
AT3G57750.1	88	1092	1140	1326
AT3G15870.1	24	1109	1166	1228
AT5G08650.2	58	1896	1995	2526
AT3G45750.4	572	2395	2443	2640
AT1G13920.2	6	869	950	1317
AT4G28340.1	547	1026	1110	1122
AT1G75950.1	197	679	763	1121
AT4G19190.1	124	1911	1965	2110
AT2G23080.1	125	1126	1297	1320
AT1G47210.1	86	664	1204	1445
AT5G67140.1	157	843	948	972
AT1G18700.2	90	2207	2258	2469
AT4G05190.2	17	2350	2416	2534
AT4G34490.1	179	1609	1897	2035
AT1G78720.2	173	1600	1648	1768
AT2G46040.1	508	2196	2385	2644
AT4G30660.1	98	322	397	496
AT5G01010.1	233	1549	1612	1903
AT2G38210.1	450	689	761	974
AT3G18350.2	570	2648	2810	2821
AT4G37700.1	199	645	750	850
AT5G10630.1	95	2098	2230	2280
AT2G46020.2	1	6582	6639	6747
AT5G26820.1	290	2086	2140	2239
AT5G57567.2	500	688	739	774
AT5G47030.1	235	846	894	1228
AT5G11530.2	703	3993	4167	4377
AT2G47620.2	96	1319	1490	1926
AT5G16660.2	58	558	606	773
AT2G47710.1	171	659	734	980
AT1G63100.2	810	2786	2882	3065
AT5G24710.1	254	4387	4483	4688
AT5G35620.3	73	669	804	944
AT5G05000.3	510	1451	1511	1684
AT1G37113.1	1	1245	1467	1703
AT1G18670.2	398	2386	2434	3546
AT4G16566.3	189	629	818	942
AT4G04540.3	24	1583	1640	2265
AT4G11030.1	53	2053	2155	2248
AT5G07090.3	321	1055	1181	1400
AT1G16340.4	174	1055	1130	1297
AT4G34140.6	1640	2692	2755	3058
AT2G44420.1	122	1165	1222	1405
AT1G72700.3	461	4147	4219	4392
AT3G21970.1	210	1004	1082	1183
AT3G54750.5	269	2041	2119	2185
AT3G25560.2	129	2039	2087	2208
AT5G35320.1	148	825	897	1187
AT5G13930.1	287	1474	1522	1703
AT5G42080.3	222	2036	2318	2366
AT5G50330.2	140	1531	1585	1741
AT2G06000.1	226	1836	1986	2513
AT2G27630.1	637	4005	4107	4276
AT5G63370.7	470	2308	2428	3210
AT3G01810.1	630	3395	3446	3608
AT1G62030.1	86	2317	2497	2587
AT3G54390.1	287	1177	1264	1512
AT3G58740.1	65	1507	1600	1800
AT1G77080.5	1	522	687	892
AT5G02960.1	120	548	641	749
AT4G20410.2	225	1118	1292	1378
AT2G45990.2	87	893	965	1232
AT3G58670.3	453	1181	1385	1481
AT4G03510.2	200	949	1069	1533
AT2G26800.4	271	1677	1728	1829
AT5G62000.1	651	3230	3335	3832
AT5G65920.1	409	1743	1869	2357
AT1G19800.1	215	1267	1330	1435
AT1G78955.3	363	2192	2306	2801
AT1G12540.1	73	846	894	1072
AT5G44578.2	52	279	507	671
AT1G48175.3	716	1219	1387	1493
AT5G38240.1	1	1929	2010	2076
AT4G08690.1	192	1097	1169	1303
AT5G41620.1	174	2045	2219	2295
AT3G19895.1	390	2054	2177	2342
AT4G30020.1	460	2910	3000	3109
AT2G24030.1	55	1422	1488	1544
AT1G24010.1	54	479	554	636
AT5G01770.5	212	4201	4255	4436
AT5G47800.1	407	2086	2170	2260
AT3G20080.2	15	1586	1763	3332
AT1G63960.2	61	495	546	622
AT4G24240.2	196	1101	1203	1947
AT2G40020.2	158	706	967	1453
AT5G61490.1	46	828	903	986
AT3G08840.6	124	2661	2793	3476
AT2G43760.3	298	894	951	1090
AT3G44530.3	864	3524	3605	3795
AT3G12220.1	105	1412	1505	1736
AT3G02875.1	170	1498	1567	1713
AT4G14465.1	435	1280	1352	1815
AT3G28630.1	115	1122	1191	1456
AT1G78280.1	269	3100	3190	3355
AT2G42810.3	275	1888	2029	2289
AT5G58620.1	317	2140	2263	2580
AT2G30460.6	17	1015	1141	1312
AT4G05010.1	292	786	885	1061
AT5G11440.2	314	781	853	1127
AT3G48140.1	190	456	546	758
AT5G47620.3	442	1557	1707	1835
AT4G21090.1	244	837	1002	1101
AT2G25350.3	218	1945	1996	2574
AT1G79000.1	538	5631	5751	6214
AT5G61240.1	228	1208	1370	1461
AT1G62560.2	179	1369	1420	2284
AT4G28770.2	74	1051	1240	1373
AT1G19800.2	268	1320	1383	1473
AT3G49680.1	227	1468	1537	1753
AT2G32160.3	79	1470	1530	1720
AT1G48970.1	287	2287	2365	2441
AT3G11680.2	71	1543	1627	1765
AT3G23900.1	215	3178	3229	3562
AT2G30370.1	243	935	998	1057
AT3G49160.3	366	2234	2297	2478
AT1G04300.4	147	3314	3461	3535
AT1G43020.5	15	968	1016	1253
AT2G37420.1	252	3371	3491	3568
AT5G47700.1	121	462	558	915
AT1G55230.1	77	979	1096	1215
AT4G34060.5	690	3236	3299	3408
AT3G11250.1	125	1096	1150	1341
AT1G62790.2	49	498	696	760
AT3G15350.2	556	1830	1887	2177
AT2G16930.1	174	638	707	837
AT3G22230.1	55	462	519	1062
AT2G27035.1	153	644	773	878
AT1G15740.1	163	1920	2001	2295
AT5G18420.1	165	1490	1586	1845
AT1G49510.1	181	903	957	1343
AT4G24880.1	252	1505	1571	2032
AT5G39340.2	64	678	786	1321
AT2G46600.1	52	459	522	582
AT1G09660.2	230	1024	1078	1459
AT1G61415.2	1	453	552	1000
AT5G37475.1	227	904	952	1175
AT2G13960.2	1	348	423	515
AT5G19990.2	801	1886	2069	2228
AT3G03380.1	221	3514	3673	3735
AT5G02600.1	99	1058	1226	1670
AT4G36480.2	210	1658	1712	2014
AT3G27480.1	50	1864	1975	2192
AT2G22720.6	313	1998	2061	2231
AT4G34000.3	88	1437	1590	1815
AT5G36120.1	229	753	801	846
AT1G01715.1	185	604	655	884
AT1G21590.1	321	2591	2645	2975
AT2G04790.8	165	431	512	1017
AT1G13570.1	182	1432	1489	1836
AT1G76990.4	270	1631	1739	1918
AT2G25300.2	417	1223	1319	1491
AT4G20570.1	152	964	1060	1094
AT4G33070.1	128	1951	2005	2213
AT1G68010.1	226	1386	1494	1719
AT1G19330.3	244	990	1092	1251
AT3G13772.1	281	2206	2263	2386
AT3G44703.4	10	639	693	758
AT2G04360.1	94	1056	1158	1362
AT2G10608.2	72	347	476	610
AT1G51890.5	1015	2829	2883	2973
AT1G72330.1	220	1842	1911	2093
AT5G66450.2	246	929	998	1023
AT4G21060.2	478	2532	2622	2721
AT3G26070.1	218	946	1036	1450
AT5G61990.1	22	2946	3123	3526
AT3G50830.1	233	844	1063	1214
AT5G52040.1	120	1190	1250	1581
AT5G41730.2	472	2607	2664	2914
AT1G77930.3	214	834	894	1359
AT2G22920.1	1	1227	1275	1510
AT2G39010.2	285	956	1049	2148
AT1G21690.4	32	1030	1084	1169
AT1G76040.4	149	1120	1171	1309
AT1G03370.2	419	2836	2962	4193
AT5G65440.2	373	3423	3510	3811
AT5G41780.1	329	1942	2032	2149
AT3G02680.1	71	1699	1786	1928
AT2G32700.6	280	2637	2685	3039
AT2G41000.1	233	787	913	1176
AT5G15630.1	319	1614	1668	1880
AT5G64470.2	52	1275	1359	1522
AT1G21150.1	187	1359	1464	1469
AT3G01085.2	125	2014	2098	2468
AT5G57980.1	89	721	784	812
AT3G01750.1	395	2389	2443	2674
AT3G01850.1	291	968	1094	1333
AT1G07010.3	70	1272	1389	1542
AT5G22320.2	95	1405	1474	1595
AT4G35440.1	31	2163	2361	2561
AT4G19925.1	67	816	885	959
AT3G44190.2	507	1448	1598	1690
AT5G62820.1	155	1048	1108	1149
AT3G11910.4	274	3618	3699	3988
AT5G65910.1	148	1446	1602	1618
AT5G56150.2	79	414	540	1012
AT4G24180.6	158	940	1015	1064
AT5G23405.1	178	627	681	1052
AT3G28956.8	359	781	925	990
AT5G63560.1	207	1487	1541	1672
AT1G25054.1	1	981	1113	1227
AT1G05790.4	204	1733	1865	2448
AT3G55020.2	275	2440	2647	3234
AT3G09570.1	220	1539	1611	1899
AT2G31955.1	220	1392	1497	1873
AT4G03340.1	616	1962	2025	2100
AT1G27695.1	106	381	432	583
AT1G05450.1	192	344	395	464
AT1G74340.1	122	364	412	607
AT4G35670.2	356	1219	1342	1385
AT4G21070.1	184	3009	3123	3133
AT2G45700.1	160	2331	2394	2610
AT1G49050.1	172	1923	2046	2101
AT3G03450.1	374	2017	2080	2316
AT5G18320.1	99	1475	1553	1736
AT1G33930.1	93	1103	1256	1330
AT5G25380.1	217	1530	1770	1851
AT3G10760.1	336	1343	1520	2019
AT3G04970.1	87	1280	1328	1441
AT4G32440.1	157	1290	1368	1697
AT4G04350.1	40	2961	3039	3081
AT2G25297.1	52	153	255	528
AT4G15475.1	116	1948	2032	2116
AT1G78810.1	69	1514	1595	1818
AT1G26330.2	107	3691	3838	3896
AT3G54380.2	437	1372	1423	1546
AT4G32150.1	276	935	1004	1363
AT2G40095.3	212	838	907	1310
AT2G14580.1	40	525	594	877
AT2G23910.1	122	1036	1183	1335
AT1G08340.1	418	1413	1479	1615
AT1G22220.1	236	1180	1351	1378
AT3G07255.1	131	1012	1087	1219
AT1G05520.1	316	2667	2784	2944
AT3G54530.3	129	929	1208	1387
AT2G25290.4	218	2455	2554	2941
AT3G10690.1	118	2970	3102	3190
AT2G46270.2	294	1373	1430	1875
AT3G27730.4	124	3555	3717	3848
AT2G28580.2	80	1732	1870	1936
AT4G21820.2	140	3976	4096	4178
AT1G59870.1	239	4648	4732	4930
AT2G20850.2	256	2211	2274	3026
AT3G47290.2	97	1818	2016	2111
AT2G31370.5	202	1335	1413	1694
AT2G33360.1	550	2361	2415	2609
AT4G32360.3	741	1502	1562	2319
AT2G41170.2	449	1663	1777	1899
AT1G66380.3	54	374	701	730
AT1G14860.1	324	854	1016	1329
AT2G16720.1	282	1091	1139	1287
AT5G17550.1	139	876	924	1205
AT4G38140.1	58	495	549	549
AT3G26100.2	613	2211	2307	2515
AT3G27310.1	184	939	1146	1193
AT3G09000.1	481	2106	2172	2305
AT5G05630.1	241	1713	1800	2204
AT4G34390.1	494	3079	3172	3245
AT3G05890.1	356	520	703	872
AT3G16230.6	292	1410	1467	2017
AT3G17690.2	381	2309	2660	2809
AT5G06330.1	257	880	1009	1951
AT2G28250.6	432	2129	2183	2327
AT3G26820.2	1	1662	1716	2038
AT5G59960.3	665	1432	1558	1797
AT2G40020.4	286	1023	1143	1420
AT4G14716.1	97	675	738	952
AT1G61770.1	110	1012	1096	1319
AT5G41790.2	477	5237	5375	5613
AT4G34740.1	175	1860	1917	2210
AT3G20320.3	193	1041	1164	1533
AT2G32170.2	21	1736	1805	2327
AT5G14030.2	95	682	802	880
AT5G66770.1	413	2167	2284	2609
AT3G13050.4	177	1679	1745	1892
AT2G31400.2	229	2748	2808	3342
AT4G37460.1	413	3571	3643	3816
AT4G17390.1	104	718	892	1033
AT1G33110.2	158	1372	1450	1946
AT4G27610.5	699	1703	1787	1938
AT5G67400.1	119	1108	1249	1296
AT1G43900.1	16	1131	1188	1249
AT5G65685.10	426	1574	1715	1781
AT2G45740.2	278	988	1183	1289
AT5G09970.1	297	1907	1970	2159
AT1G22400.1	363	1832	1886	2023
AT4G27010.2	156	7880	7973	8023
AT4G21590.2	103	987	1062	1137
AT1G65450.3	1723	2583	2634	2752
AT1G80380.1	114	1202	1250	1422
AT1G27970.1	213	593	782	960
AT5G53860.5	69	1397	1466	1769
AT4G15500.1	157	1584	1641	1717
AT1G20030.1	156	1055	1139	1382
AT2G02410.5	457	1125	1182	1506
AT3G16440.2	71	1042	1171	1251
AT4G39150.3	225	1262	1376	1501
AT1G60610.4	1115	2137	2206	2294
AT1G44224.1	68	763	829	895
AT1G58848.2	203	3352	3424	3852
AT2G27930.1	197	766	829	1065
AT5G11200.2	98	1558	1675	1887
AT2G20610.1	143	1531	1579	1794
AT5G12210.2	152	1114	1189	1385
AT2G41390.1	37	483	531	817
AT1G61320.1	1	1380	1437	1515
AT4G32360.2	476	1573	1633	2257
AT4G38800.1	181	984	1068	1178
AT1G31940.1	328	804	933	1041
AT2G30150.2	194	1564	1636	1772
AT5G20290.1	95	763	832	1117
AT5G20640.1	140	787	844	947
AT2G31600.3	63	968	1028	1329
AT5G41685.1	78	305	425	575
AT1G24190.1	149	4141	4252	4441
AT1G09380.1	228	1352	1424	1641
AT5G08080.1	373	1287	1341	1587
AT1G52760.1	207	1205	1253	1454
AT2G06010.1	140	706	808	1143
AT2G05400.2	506	1090	1162	1243
AT1G28440.1	202	3192	3276	3476
AT1G66480.1	153	830	956	1182
AT3G48990.1	193	1737	1788	2203
AT3G52720.4	169	1023	1173	1218
AT1G55040.1	22	2571	2643	2859
AT1G20770.1	250	897	987	1227
AT3G13720.1	1033	1599	1689	1822
AT4G25835.1	425	1945	2041	2231
AT1G31860.2	1137	1742	1841	1884
AT3G08840.1	96	1655	1730	3456
AT2G30990.4	698	2479	2551	2848
AT1G25277.1	118	318	399	983
AT4G05000.3	611	1243	1309	1466
AT1G30450.2	167	3094	3172	3432
AT3G07980.2	233	4264	4354	4554
AT1G52190.1	192	2015	2072	2373
AT1G08230.5	1831	2829	2895	2900
AT4G11220.1	459	1274	1382	1539
AT2G40935.5	223	795	873	943
AT2G46210.1	199	1548	1650	1966
AT5G51890.1	76	1044	1113	1251
AT5G12880.1	160	381	429	669
AT1G10650.2	654	1505	1571	1609
AT2G22720.5	350	2035	2098	2306
AT2G27710.3	139	486	546	683
AT3G05727.1	69	311	377	517
AT2G15300.1	516	2750	2798	2972
AT5G52975.1	58	423	486	582
AT2G38920.4	227	967	1054	1603
AT5G11380.2	185	1882	1969	2530
AT5G15230.1	202	522	570	796
AT4G33355.2	101	454	526	723
AT1G53730.2	367	2529	2673	2767
AT4G23470.3	219	920	1004	1237
AT5G13850.1	85	699	765	969
AT5G63970.1	291	1394	1466	1629
AT5G17280.1	57	464	521	597
AT1G17430.1	166	1164	1221	1258
AT3G06250.1	367	2661	2751	3070
AT1G34220.1	90	2039	2207	2292
AT1G59218.3	112	3261	3333	3707
AT2G31360.2	129	1052	1160	1515
AT5G63930.1	1311	4619	4781	4847
AT1G63030.1	88	633	795	829
AT1G05550.3	170	1327	1387	1597
AT1G75850.1	73	2445	2523	2730
AT5G54680.1	337	1041	1134	1322
AT3G27355.1	239	727	796	880
AT1G20740.2	43	819	900	1018
AT1G11300.1	147	2609	2693	2770
AT5G61910.5	196	2316	2427	2849
AT5G34869.1	161	976	1060	1196
AT1G80540.2	603	1760	1847	1941
AT3G19150.2	23	553	646	814
AT3G55890.3	171	479	572	911
AT5G64200.1	89	1000	1138	1457
AT2G28580.3	69	1484	1673	1907
AT1G79830.4	271	3201	3252	3547
AT5G03210.2	142	411	498	877
AT4G14746.1	160	798	849	1081
AT3G25580.1	213	845	938	1135
AT3G46180.1	86	1129	1216	1776
AT4G24670.1	302	1624	1750	2033
AT5G55640.1	233	682	751	841
AT3G23470.2	50	1516	1615	1779
AT4G23310.2	369	2741	2789	2939
AT4G38580.1	334	795	861	991
AT5G03470.1	457	1944	2007	2324
AT1G80720.1	155	727	820	1070
AT4G13020.4	498	1715	1832	2094
AT3G19300.1	171	2162	2222	2286
AT5G45790.2	45	1364	1484	1711
AT1G64680.1	131	883	979	1250
AT1G59580.1	202	1332	1410	1640
AT1G03180.5	82	879	939	1044
AT5G67090.1	71	2281	2347	2453
AT1G49980.7	97	2094	2193	2835
AT1G03250.4	218	805	1027	1310
AT1G74200.1	712	1620	1725	2450
AT1G17400.1	237	1124	1172	1487
AT1G63990.1	35	1186	1258	1667
AT3G16120.1	308	589	643	779
AT3G24255.1	377	2617	2704	2777
AT1G73280.4	198	1217	1322	1491
AT1G29025.1	224	1960	2092	2198
AT2G33120.2	207	896	1142	1222
AT1G26680.6	90	2312	2426	2768
AT5G66550.2	214	930	996	1098
AT1G68020.2	566	3148	3262	3281
AT5G55490.8	104	1492	1546	2089
AT5G25520.7	205	2412	2460	2713
AT2G23950.2	444	2018	2126	2734
AT1G77590.1	276	2351	2429	2692
AT5G28900.1	218	1828	1897	2263
AT3G06170.1	106	1335	1452	1560
AT5G45510.2	192	3824	3902	4318
AT5G20000.1	283	1542	1725	1792
AT4G15980.2	102	2237	2294	2475
AT2G27170.3	204	3419	3479	4440
AT3G54340.1	228	926	977	1214
AT2G42960.2	497	1549	1630	2537
AT4G37550.2	575	1723	1792	2147
AT5G65300.1	397	849	912	972
AT5G58800.1	136	759	807	900
AT5G57060.7	436	849	948	1151
AT4G07445.1	75	197	425	484
AT1G71840.1	287	1510	1630	1681
AT1G64840.1	310	1464	1587	1785
AT5G04750.1	69	353	413	611
AT5G49510.1	130	717	765	1303
AT4G18975.4	259	1122	1194	1408
AT3G06930.2	92	1699	1747	2025
AT1G09480.1	1	1110	1188	1206
AT3G19250.1	388	1470	1689	1703
AT3G46790.1	98	2071	2134	2365
AT1G03910.1	149	2167	2272	2565
AT4G25080.2	161	1099	1210	1330
AT2G37250.1	86	940	997	1765
AT3G07910.1	121	345	396	794
AT3G49845.1	210	584	653	1000
AT5G16690.2	45	2177	2405	2594
AT2G25510.2	102	383	491	506
AT5G11220.1	1	798	858	922
AT4G18640.1	716	2752	2872	2997
AT5G57060.9	226	639	738	941
AT5G62170.3	704	2515	2575	2653
AT3G06100.1	263	1090	1222	1310
AT3G07480.1	324	803	950	1121
AT1G14690.2	281	2092	2200	2526
AT5G42710.3	124	2544	2595	2782
AT2G36580.1	132	1715	1763	2020
AT1G34792.1	1	279	327	389
AT3G07050.1	83	1831	1888	2078
AT1G09840.5	383	1648	1744	1935
AT3G53030.1	218	1807	1978	1998
AT1G56610.1	216	1823	1904	2425
AT3G02830.1	304	1497	1626	1726
AT2G44580.1	140	1300	1360	1604
AT1G53160.3	113	628	685	893
AT1G26580.2	745	2226	2322	2586
AT1G24148.1	325	672	843	953
AT4G01130.1	126	1274	1322	1493
AT2G28960.1	536	2782	2899	3092
AT5G43320.1	660	2102	2225	2385
AT1G45221.1	85	432	489	565
AT1G07175.2	105	320	368	493
AT3G47790.2	503	2497	2596	3142
AT3G13480.1	520	1038	1086	1336
AT5G54940.2	151	489	540	927
AT1G19350.6	52	1059	1263	1304
AT2G35940.1	326	2368	2431	2777
AT5G66010.1	87	854	950	1135
AT4G19985.1	281	994	1054	1303
AT1G64010.1	1	558	621	678
AT5G45580.3	657	1334	1451	1546
AT5G59160.1	332	1270	1348	1733
AT2G38150.1	1	1218	1284	1293
AT1G49790.1	64	915	1173	1309
AT2G41720.1	199	2667	2745	2766
AT1G65380.1	202	2364	2424	2588
AT5G57060.2	369	701	800	1106
AT2G43010.2	234	1520	1595	1747
AT4G25440.3	144	1436	1499	1840
AT3G29010.3	364	1152	1200	1391
AT5G63500.1	91	300	462	511
AT5G55710.1	267	896	992	1013
AT1G75060.3	233	826	874	1264
AT3G07160.2	191	5869	5920	6149
AT5G24080.2	42	2660	2750	2883
AT3G62080.1	208	1479	1533	1739
AT4G36890.1	402	1979	2057	2437
AT4G02230.1	59	685	742	918
AT4G22212.1	178	444	501	790
AT2G28630.1	97	1527	1629	1867
AT4G16780.1	178	1032	1101	1333
AT1G14380.3	121	2115	2175	2384
AT4G38740.1	493	1011	1188	1236
AT1G03250.3	217	780	963	1041
AT1G11360.1	190	918	966	1615
AT4G39980.1	144	1721	1784	2011
AT1G60970.1	150	683	755	880
AT1G02120.3	73	1332	1380	2145
AT4G04950.1	139	1605	1683	1891
AT1G25500.3	280	1572	1641	1701
AT3G14172.2	416	4204	4303	4458
AT5G02320.3	13	1479	1542	1736
AT3G52540.1	330	1178	1241	1348
AT4G16540.2	110	613	760	2599
AT1G06410.3	359	2914	3022	3521
AT1G19400.3	510	1421	1556	1621
AT5G41380.1	180	1103	1199	1954
AT1G15960.1	1040	2623	2707	3160
AT1G30475.4	236	634	754	1229
AT4G27800.2	101	1108	1351	1565
AT1G54440.5	232	1986	2049	2266
AT5G19130.2	29	2119	2182	2327
AT3G20800.1	117	1067	1142	1342
AT1G35220.3	148	3165	3291	3587
AT4G15830.1	66	956	1019	1128
AT5G15600.1	98	481	616	945
AT1G33750.1	138	1949	2069	2177
AT5G63150.1	120	536	686	783
AT2G18180.1	161	1837	2038	2143
AT4G14070.1	150	2333	2471	2511
AT5G05980.2	284	1825	1951	2073
AT3G21290.2	915	3926	3980	4185
AT5G25140.1	233	1723	1780	1915
AT3G18990.1	488	1513	1576	1825
AT5G53500.2	491	2455	2584	3181
AT1G62010.1	188	1435	1501	1665
AT1G18630.1	224	691	775	867
AT1G61960.1	90	1463	1520	1811
AT3G27970.1	128	1201	1288	1360
AT5G65430.2	88	828	876	1173
AT1G52600.1	179	721	847	966
AT1G73360.1	866	3034	3163	3506
AT4G08930.1	343	1230	1284	1356
AT2G16700.2	150	548	596	774
AT5G65940.1	75	1211	1295	1463
AT2G35343.1	57	83	209	225
AT1G72840.3	235	3786	3873	4094
AT1G07140.1	149	835	997	1516
AT4G27120.3	627	1316	1427	1578
AT4G26800.2	109	1653	1902	2171
AT4G23330.3	185	628	709	1610
